1	-1	9625	429815	4853135	A	4	0	0	1188	43036
1	-1	9625	429815	4853135	A	14	0.00107123727905731	4.71564651513723e-05	1867	42412
1	-1	9625	429815	4853135	A	24	0.000762485703393061	0	2623	41657
1	-1	9625	429815	4853135	A	34	0.00133645172068159	2.41960850734351e-05	2993	41329
1	-1	9625	429815	4853135	A	44	0.00111576011157601	4.8848398993723e-05	3585	40943
1	-1	9625	429815	4853135	A	54	0.0025992438563327	0.000149547618454176	4232	40121
1	-1	9625	429815	4853135	A	64	0.00280617358188014	0.000228217871995131	4989	39436
1	-1	9625	429815	4853135	A	74	0.00158283503341541	0.000259430291080787	5686	38546
1	-1	9625	429815	4853135	A	84	0.00219651486308391	0.000293474200949789	6829	37482
1	-1	9625	429815	4853135	A	94	0.00301939379862966	0.000979377116154126	8611	35737
1	-1	9625	429815	4853135	AM	7	0.00137741046831956	0	1452	42561
1	-1	9625	429815	4853135	AM	17	0.000482392667631452	2.34807927115619e-05	2073	42588
1	-1	9625	429815	4853135	AM	27	0.000375516334960571	0	2663	41561
1	-1	9625	429815	4853135	AM	37	0.00227346541084768	0	3079	41074
1	-1	9625	429815	4853135	AM	47	0.00111638291934133	0.000122204570450935	3583	40915
1	-1	9625	429815	4853135	AM	57	0.00140944326990839	7.44546199091654e-05	4257	40293
1	-1	9625	429815	4853135	AM	67	0.00236453201970443	0.000102205074481948	5075	39137
1	-1	9625	429815	4853135	AM	77	0.0019588638589618	0.000155921103921416	6126	38481
1	-1	9625	429815	4853135	AM	87	0.00275292498279422	0.000431942119755953	7265	37042
1	-1	9625	429815	4853135	AM	97	0.00419823878763056	0.0010410039905153	9766	34582
1	-1	9625	429815	4853135	AMs	2	0	0	1064	43086
1	-1	9625	429815	4853135	AMs	12	0.00116009280742459	0	1724	42536
1	-1	9625	429815	4853135	AMs	22	0.00129645635263613	2.39980801535877e-05	2314	41670
1	-1	9625	429815	4853135	AMs	32	0.00103092783505155	4.83734429798041e-05	2910	41345
1	-1	9625	429815	4853135	AMs	42	0.00123877361412202	2.44492799687049e-05	3229	40901
1	-1	9625	429815	4853135	AMs	52	0.00180645161290323	0	3875	40566
1	-1	9625	429815	4853135	AMs	62	0.00151024811218986	7.55953130905884e-05	4635	39685
1	-1	9625	429815	4853135	AMs	72	0.00128017556693489	0.000128481858361599	5468	38916
1	-1	9625	429815	4853135	AMs	82	0.00167402221884036	0.00026576660376857	6571	37627
1	-1	9625	429815	4853135	AMs	92	0.00297619047619048	0.00044135495972636	8064	36252
1	-1	9625	429815	4853135	As	9	0.00203942895989123	0	1471	42551
1	-1	9625	429815	4853135	As	19	0.00191938579654511	9.51406892942939e-05	2084	42043
1	-1	9625	429815	4853135	As	29	0.00220345207491737	7.26638569975294e-05	2723	41286
1	-1	9625	429815	4853135	As	39	0.00120048019207683	4.89488240045033e-05	3332	40859
1	-1	9625	429815	4853135	As	49	0.00132978723404255	4.91714608841029e-05	3760	40674
1	-1	9625	429815	4853135	As	59	0.00137709433096167	0	4357	40294
1	-1	9625	429815	4853135	As	69	0.000952562392836731	5.08698748601078e-05	5249	39316
1	-1	9625	429815	4853135	As	79	0.00166805671392827	0.000104457733789465	5995	38293
1	-1	9625	429815	4853135	As	89	0.00212370586673746	0.000571117759042698	7534	36770
1	-1	9625	429815	4853135	As	99	0.00464419475655431	0.00361255362384285	13350	31003
1	-1	9625	429815	4853135	D	1	0	0	785	35569
1	-1	9625	429815	4853135	D	21	0.00186813186813187	0.000196287364701924	9100	71324
1	-1	9625	429815	4853135	D	31	0.00219991750309363	0.000129684865776164	7273	61688
1	-1	9625	429815	4853135	D	41	0.00215303080490229	0.00018678670825784	6038	53537
1	-1	9625	429815	4853135	D	51	0.00344462109167992	0.000532164658005948	3774	31945
1	-1	9625	429815	4853135	D	61	0.000598086124401914	0	1672	60236
1	-1	9625	429815	4853135	D	81	0.00135226504394861	0.000198763250883392	5916	45280
1	-1	9625	429815	4853135	D	91	0.00210859251449657	0.00030249177600484	3794	26447
1	-1	9625	429815	4853135	Ds	6	0	0	1731	51835
1	-1	9625	429815	4853135	Ds	16	0.00109859928591046	2.72628135223555e-05	3641	73360
1	-1	9625	429815	4853135	Ds	26	0.000626304801670146	3.89719207311132e-05	4790	51319
1	-1	9625	429815	4853135	Ds	36	0	0	5	221
1	-1	9625	429815	4853135	Ds	46	0.00061893955023726	0	4847	48146
1	-1	9625	429815	4853135	Ds	56	0.000462534690101758	7.49185261028631e-05	8648	80087
1	-1	9625	429815	4853135	Ds	66	0.000933053417308141	7.36666339259405e-05	4287	40724
1	-1	9625	429815	4853135	Ds	76	0.00158049221043125	8.27357970215113e-05	4429	36260
1	-1	9625	429815	4853135	Ds	86	0.00115852481173972	0.000102448519618892	5179	39044
1	-1	9625	429815	4853135	Ds	96	0.00964668997950078	0.00224327018943171	8293	36108
1	-1	9625	429815	4853135	M	2	0	0	1507	46045
1	-1	9625	429815	4853135	M	12	0	0	64	1022
1	-1	9625	429815	4853135	M	22	0	0	136	1666
1	-1	9625	429815	4853135	M	62	0.000712758374910905	2.44660289188462e-05	4209	40873
1	-1	9625	429815	4853135	M	72	0.00139599813866915	8.05152979066023e-05	4298	37260
1	-1	9625	429815	4853135	M	82	0.00224719101123596	0.000230373460977295	5785	39067
1	-1	9625	429815	4853135	M	92	0.00461172270157691	0.000476203074155401	6722	37799
1	-1	9625	429815	4853135	Ms	7	0.000443655723158829	2.62680921484673e-05	2254	38069
1	-1	9625	429815	4853135	Ms	17	0	0	95	1531
1	-1	9625	429815	4853135	Ms	27	0	0	48	889
1	-1	9625	429815	4853135	Ms	37	0	0	100	1431
1	-1	9625	429815	4853135	Ms	47	0	0	179	2509
1	-1	9625	429815	4853135	Ms	57	0	0	306	3165
1	-1	9625	429815	4853135	Ms	67	0.000756572725553244	2.05482266880368e-05	5287	48666
1	-1	9625	429815	4853135	Ms	77	0.00139442231075697	4.9000392003136e-05	5020	40816
1	-1	9625	429815	4853135	Ms	87	0.00253301972136783	0.000205296653664545	5527	38968
1	-1	9625	429815	4853135	Ms	97	0.00656455142231947	0.00261341362952021	9140	35203
1	-1	9625	429815	4853135	A	9	0.000654878847413229	2.34521575984991e-05	1527	42640
1	-1	9625	429815	4853135	A	19	0.000901713255184851	7.18717807431542e-05	2218	41741
1	-1	9625	429815	4853135	A	29	0.00142806140664049	7.23065798987708e-05	2801	41490
1	-1	9625	429815	4853135	A	39	0.0009000900090009	2.44295695509845e-05	3333	40934
1	-1	9625	429815	4853135	A	49	0.00101651842439644	0.000123992560446373	3935	40325
1	-1	9625	429815	4853135	A	59	0.00222617987533393	0.000302839116719243	4492	39625
1	-1	9625	429815	4853135	A	69	0.00208451771840061	0.000308174323942577	5277	38939
1	-1	9625	429815	4853135	A	79	0.00315606753984535	0.000605183528483094	6337	38005
1	-1	9625	429815	4853135	A	89	0.0027037988373665	0.000812149760415821	7397	36939
1	-1	9625	429815	4853135	A	99	0.00397635679742074	0.000970430414430871	9305	35036
1	-1	9625	429815	4853135	AM	2	0	0	1106	43088
1	-1	9625	429815	4853135	AM	12	0.00119118522930316	0	1679	42468
1	-1	9625	429815	4853135	AM	22	0	2.39228726585488e-05	2212	41801
1	-1	9625	429815	4853135	AM	32	0.000696378830083565	7.27784381747168e-05	2872	41221
1	-1	9625	429815	4853135	AM	42	0.000596836765144733	0	3351	40900
1	-1	9625	429815	4853135	AM	52	0.00201969199697046	4.95785820525533e-05	3961	40340
1	-1	9625	429815	4853135	AM	62	0.00170903653065584	0.000226449275362319	4681	39744
1	-1	9625	429815	4853135	AM	72	0.00144456482484652	0.000205676676264912	5538	38896
1	-1	9625	429815	4853135	AM	82	0.000923929781336618	0.000290605516221072	6494	37852
1	-1	9625	429815	4853135	AM	92	0.00304173257087237	0.00102410805723934	8219	36129
1	-1	9625	429815	4853135	AMs	7	0	4.65451837371128e-05	1496	42969
1	-1	9625	429815	4853135	AMs	17	0.00146127618119825	0	2053	42326
1	-1	9625	429815	4853135	AMs	27	0.000750750750750751	4.77076475359e-05	2664	41922
